,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_learning_rate,param_loss,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
43,0.8082030773162842,0.02581824326808822,0.003493070602416992,0.0004472035026250727,squared_error,0.05,huber,10,"{'criterion': 'squared_error', 'learning_rate': 0.05, 'loss': 'huber', 'n_estimators': 10}",0.026229275661371787,0.016091751509726526,0.013913231788298619,0.0176895037580046,0.022830230141708485,0.019350798571822002,0.0045247831297782785,55
44,1.1975873947143554,0.035645383734408516,0.0042078495025634766,0.00026809975749327383,squared_error,0.05,huber,15,"{'criterion': 'squared_error', 'learning_rate': 0.05, 'loss': 'huber', 'n_estimators': 15}",0.0394425091014633,0.028240867464772168,0.029024970058035282,0.030452666926027216,0.03582762372882642,0.03259772745582488,0.00432738661994534,53
45,0.384872579574585,0.010638498327643887,0.0027950286865234377,0.0005099210244356447,squared_error,0.05,quantile,5,"{'criterion': 'squared_error', 'learning_rate': 0.05, 'loss': 'quantile', 'n_estimators': 5}",0.3316067818901314,0.37011350150248934,0.33657153727079336,0.2869486814116903,0.3216069463287352,0.32936948968076796,0.02674595864328545,38
46,0.7286420822143554,0.017377736019961346,0.004395961761474609,0.002355969512869639,squared_error,0.05,quantile,10,"{'criterion': 'squared_error', 'learning_rate': 0.05, 'loss': 'quantile', 'n_estimators': 10}",0.6107401122537943,0.6217668705288415,0.5972348216224403,0.5746064042125236,0.5885385026924592,0.5985773422620119,0.016509837840841375,26
47,1.1207487106323242,0.028631930587827138,0.004113388061523437,0.0003575199409388965,squared_error,0.05,quantile,15,"{'criterion': 'squared_error', 'learning_rate': 0.05, 'loss': 'quantile', 'n_estimators': 15}",0.7642131632064448,0.7635984164222533,0.7483230463093269,0.7349824141910294,0.7400559976595487,0.7502346075577206,0.01194888257330122,18
48,0.333436107635498,0.013089859551888164,0.0021989822387695314,0.0002512784968071652,squared_error,0.1,squared_error,5,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'loss': 'squared_error', 'n_estimators': 5}",0.6269605832603389,0.5917568793284789,0.5854026595482,0.5941347331537905,0.5936662900523301,0.5983842290686276,0.014624418585186885,27
49,0.6576225757598877,0.012510849695354808,0.0027935028076171873,0.0003995698898965373,squared_error,0.1,squared_error,10,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'loss': 'squared_error', 'n_estimators': 10}",0.8332605235841204,0.7993792464419929,0.8024805082641249,0.8019317149576828,0.8040092174983844,0.8082122421492611,0.012612703337148515,16
50,0.9697218418121338,0.0302356236510253,0.003693389892578125,0.0006019198080820966,squared_error,0.1,squared_error,15,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'loss': 'squared_error', 'n_estimators': 15}",0.9004764295296903,0.875723246923065,0.8856885097328386,0.8786062489035804,0.8856196353411865,0.8852228140860721,0.008568171738992625,10
51,0.3762021064758301,0.017378667582041256,0.003191852569580078,0.0003985648057657289,squared_error,0.1,absolute_error,5,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'loss': 'absolute_error', 'n_estimators': 5}",0.004211481757995461,-0.0023393780556737465,-0.0012607017948045307,-0.001986644921023295,0.0004919254700879172,-0.00017666350868363878,0.002401305313139776,67
52,0.7989028930664063,0.02565889881210032,0.0037934303283691405,0.0002398001884525072,squared_error,0.1,absolute_error,10,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'loss': 'absolute_error', 'n_estimators': 10}",0.02755255093766329,0.017396903118759632,0.015634592279889614,0.014032448733892644,0.020776043953084633,0.019078507804657963,0.004792537878875422,57
