,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.47754836082458496,0.014141610211528358,0.004995393753051758,0.0009514264843195072,poisson,best,"{'criterion': 'poisson', 'splitter': 'best'}",0.9282395257991649,0.9326107201896967,0.9145883459938621,0.9362541748135157,0.9474809001298419,0.9318347333852163,0.010726598225896106,1
1,0.18551554679870605,0.011940070386318509,0.003587675094604492,0.0009619323864044148,poisson,random,"{'criterion': 'poisson', 'splitter': 'random'}",0.919778543450489,0.9286871420067528,0.9400446592378388,0.9221463334867762,0.9112470648812498,0.9243807486126213,0.009618416416484298,3
2,0.41599268913269044,0.01829533075018657,0.009608125686645508,0.010556350737236464,squared_error,best,"{'criterion': 'squared_error', 'splitter': 'best'}",0.9407905093880019,0.908898229903959,0.912189573973449,0.9458843322076617,0.9363294061092716,0.9288184103164687,0.015259906223593099,2
3,0.15746598243713378,0.022894912035425295,0.004644250869750977,0.0013655840379505455,squared_error,random,"{'criterion': 'squared_error', 'splitter': 'random'}",0.9260660087891052,0.9065621565114966,0.92532135201288,0.9326869552128942,0.9194106109520255,0.9220094166956802,0.008795525251347512,4
4,0.3910079002380371,0.02980952878837479,0.003768730163574219,0.001563858550994914,friedman_mse,best,"{'criterion': 'friedman_mse', 'splitter': 'best'}",0.9235374993771098,0.9018142184306622,0.9117845658305781,0.9313764447195194,0.939926454384762,0.9216878365485263,0.01358655975186064,5
5,0.13854246139526366,0.01213278166208268,0.0025932788848876953,0.0004885195871281405,friedman_mse,random,"{'criterion': 'friedman_mse', 'splitter': 'random'}",0.9389386708380798,0.8851784496680586,0.9346803614436132,0.8596262264341343,0.9119195073857741,0.906068643153932,0.03008853605729844,6
